filename;num_live_knots;max_width_live_knots;num_dead_knots;max_dia_dead_knots;max_width_dead_knots;max_width_knot_collection;num_resin;num_resin_bigger_20;num_resin_bigger_80;overgrown_bool;overgrown_area;marrow_bool;blue_stain_area;rot_bool;rot_area;crack_max_dia
2024_08_29-IB1.13.1.bmp;;;1;19.63;0.08;;;;;;;;;1;6650.49;
2024_10_03-17.22.1.bmp;3;0.18;;;;0.35;;;;;;;;1;1004.37;
2024_08_27-I3.14.1.bmp;1;0.39;;;;0.4;;;;;;;0;;;
2024_10_04-B13.6.2.bmp;2;0.25;;;;0.4;2;1;0;;;;0.13;1;169.82;
2024_10_03-5.4.1.bmp;4;0.17;;;;0.45;1;1;0;;;;0;1;780.52;
2024_10_04-B8.29.1.bmp;;;;;;;;;;;;;0.01;;;
2024_11_15-I21.28.1.bmp;;;1;17.13;0.13;;1;0;0;;;;;;;
2024_10_04-F1.1.2.bmp;;;;;;0;;;;;;;;;;
2024_08_27-I6.18.2.bmp;4;0.21;;;;0.63;;;;;;;;;;
2024_11_15-N1.14.2.bmp;;;1;7.97;0.06;;;;;;;;0.05;;;
2024_10_03-9.12.2.bmp;3;0.15;;;;0.43;;;;;;;;1;59.63;12.87
2024_10_03-16.7.2.bmp;4;0.26;;;;0.63;;;;;;;;1;813.45;
2024_11_15-N3.28.1.bmp;;;;;;;;;;;;;0;;;
2024_10_03-18.1.1.bmp;;;2;25.35;0.2;0.3;1;0;0;;;;;;;
2024_10_03-20.5.2.bmp;;;1;8.89;0.07;0.07;;;;;;;;;;
2024_08_27-I3.9.1.bmp;1;0.3;4;8.45;0.07;0.54;;;;;;;;;;
2024_10_04-F3.13.2.bmp;;;;;;;;;;;;;;;;
2024_10_04-B13.38.1.bmp;;;;;;;;;;;;;0.3;;;
2024_10_03-14.40.1.bmp;1;0.18;2;44.72;0.4;0.79;1;1;0;;;;0.01;;;
2024_10_03-4.25.1.bmp;5;0.18;;;;0.54;;;;;;;;1;169.62;
2024_10_03-3.28.1.bmp;;;1;14.93;0.09;0.09;;;;;;;;;;
2024_11_15-N3.11.2.bmp;;;1;27.72;0.24;;;;;1;514.88;;;;;
2024_08_27-I6.3.1.bmp;2;0.75;1;8.46;0.08;1.49;2;0;0;;;;0;1;952.96;
2024_10_04-B12.12.2.bmp;;;;;;;;;;;;;;;;
2024_10_04-U2.12.1.bmp;4;0.37;;;;1;1;1;0;1;7.4;;0;;;11.38
2024_10_03-18.3.2.bmp;5;0.18;;;;0.6;;;;1;15.93;;;;;
2024_10_04-13.10.1.bmp;6;0.26;;;;1.17;2;0;0;;;;0;;;
2024_10_03-8.19.2.bmp;1;0.14;;;;0.14;1;1;0;;;;;1;76.94;
2024_11_15-I21.6.2.bmp;;;;;;;;;;;;;0;;;
2024_10_03-9.15.2.bmp;2;0.28;1;6.93;0.06;0.41;;;;1;31.14;;;1;538.37;
2024_10_03-5.21.1.bmp;3;0.26;;;;0.45;;;;;;;0;1;67.34;44.81
2024_10_04-B7.28.1.bmp;1;0.23;2;11.7;0.06;0.33;;;;1;52.62;;0.05;1;599.11;
2024_08_29-A3.1.1.bmp;;;;;;0;1;0;0;;;;;;;
2024_11_15-I23.5.2.bmp;1;0.14;;;;0.14;2;0;0;;;;;;;
2024_10_04-F4.10.1.bmp;;;1;16.95;0.14;0.14;;;;;;;;;;
2024_08_29-A1.13.1.bmp;3;0.23;;;;0.55;2;1;0;;;;;1;57186.17;
2024_08_29-IB2.18.2.bmp;1;0.15;1;7.03;0.06;0.21;;;;1;167.76;;;;;
2024_08_27-I3.17.2.bmp;2;0.21;1;8.95;0.07;0.45;;;;;;;;;;
2024_10_04-B3.40.2.bmp;;;;;;;2;0;0;;;;0.59;1;933.11;
2024_10_04-B4.28.1.bmp;;;;;;;;;;;;;0;;;
2024_10_03-6.35.2.bmp;2;0.1;;;;0.15;;;;;;1;0.01;;;
2024_10_03-4.16.1.bmp;1;0.08;;;;;;;;;;;0;1;358.63;
2024_10_04-11.31.1.bmp;2;0.19;1;5.54;0.05;0.3;2;1;0;1;10.5;;0;;;
2024_10_04-U4.10.2.bmp;2;0.11;;;;0.18;1;1;0;;;;0;1;19.14;
2024_10_04-B13.25.2.bmp;2;0.32;;;;0.43;;;;1;13.63;;0;1;4545.25;
2024_10_04-12.40.2.bmp;3;0.33;1;6.21;0.05;0.59;;;;;;;0;;;
2024_08_27-I5.18.2.bmp;;;;;;;3;2;0;;;1;0;1;1561.51;
2024_10_04-B13.31.1.bmp;;;;;;;1;1;0;;;;;;;
2024_08_27-S6.9.2.bmp;;;2;26.98;0.24;0.32;;;;1;91.85;;0;1;238.66;
2024_11_15-I22.40.2.bmp;;;;;;;;;;;;;;1;378.06;23.49
2024_08_29-I14.2.2.bmp;1;0.1;2;17.64;0.16;0.38;;;;1;198.11;;;;;
2024_10_03-18.12.1.bmp;4;0.25;;;;0.57;1;0;0;;;;;;;
2024_10_03-2.6.2.bmp;;;;;;;;;;;;;0;1;117.25;
2024_11_15-I20.20.1.bmp;;;;;;;;;;;;;0;;;
2024_10_03-18.12.2.bmp;1;0.08;;;;;1;1;0;;;1;0;1;162.34;
2024_10_03-7.15.1.bmp;4;0.15;1;7.97;0.07;0.52;2;0;0;1;20.16;;0;;;
2024_10_04-B1.8.2.bmp;1;0.13;;;;;;;;;;;;1;90.71;
2024_08_27-S11.13.1.bmp;;;;;;;;;;;;;;1;437.74;
2024_10_03-9.28.2.bmp;1;0.1;1;6.11;0.05;0.16;;;;;;;0;1;328.08;
2024_10_04-B13.9.2.bmp;1;0.18;1;8.18;0.06;0.24;;;;;;;0;;;
2024_10_03-20.11.2.bmp;1;0.05;1;7.89;0.07;0.12;;;;;;;0.01;;;
2024_08_29-I13.2.1.bmp;2;0.39;1;17.28;0.16;0.78;;;;1;7.55;;;;;
2024_10_03-9.22.1.bmp;1;0.38;;;;;;;;;;;0;;;
2024_10_03-19.12.2.bmp;1;0.21;;;;0.21;;;;;;;0;;;
2024_08_29-I14.13.2.bmp;3;0.23;;;;0.62;;;;1;22.25;;;;;
2024_10_04-F1.37.2.bmp;1;0.34;2;8.83;0.07;0.48;;;;;;;0.92;;;
2024_10_04-12.33.1.bmp;3;0.27;;;;0.52;;;;;;;0;1;162.8;
2024_11_15-I17.20.1.bmp;;;;;;;;;;;;;;;;
2024_08_27-I3.5.2.bmp;2;0.35;3;25.72;0.23;0.86;;;;1;19.56;;0;;;
2024_10_04-B13.19.2.bmp;1;0.15;;;;0.15;1;1;0;;;;;;;
2024_10_03-1.23.1.bmp;;;;;;;1;1;0;;;;;;;
2024_10_03-5.12.2.bmp;3;0.13;2;13.96;0.12;0.46;1;0;0;;;;;;;
2024_08_27-I2.6.2.bmp;2;0.16;2;7.9;0.06;0.32;;;;;;;;;;
2024_10_04-F1.2.2.bmp;4;0.21;;;;0.61;;;;;;;;1;5175.82;
2024_08_29-I10.1.2.bmp;1;0.31;1;6.91;0.06;0.37;1;1;0;1;20.31;;;1;319.3;
2024_08_27-I2.12.1.bmp;7;0.19;;;;0.82;2;0;0;;;;;;;
2024_10_04-12.22.2.bmp;3;0.2;;;;0.39;;;;;;;0;;;
2024_08_29-I12.8.2.bmp;2;0.15;;;;0.27;;;;;;1;;;;
2024_11_15-I20.28.2.bmp;;;;;;;;;;;;;;;;
2024_10_03-10.5.1.bmp;2;0.18;;;;0.33;;;;;;;0.01;;;
2024_10_04-B10.22.1.bmp;2;0.14;;;;0.18;;;;;;;0;;;
2024_10_03-16.32.2.bmp;1;0.08;;;;0.08;;;;;;;;;;
2024_08_27-I9.14.1.bmp;;;1;7.51;0.07;0.07;;;;;;;0.01;;;
2024_11_15-I17.2.1.bmp;;;;;;;;;;;;;0.02;;;
2024_10_04-B10.18.1.bmp;1;0.22;;;;0.22;;;;;;;0.09;;;
2024_10_03-10.32.2.bmp;5;0.33;;;;1.05;;;;;;;0;;;
2024_11_15-I20.4.1.bmp;;;;;;;;;;;;;0;;;
2024_08_27-S9.6.1.bmp;1;0.1;;;;;;;;;;;;1;59.81;
2024_10_03-18.10.1.bmp;1;0.14;;;;0.14;1;1;0;;;;;;;
2024_08_27-I1.9.1.bmp;1;0.12;1;11.29;0.1;0.23;;;;;;;0;;;
2024_08_27-S2.7.1.bmp;;;;;;;;;;;;;;;;
2024_11_15-N3.29.2.bmp;;;;;;;;;;;;;0;;;
2024_11_15-I21.11.2.bmp;;;;;;;;;;1;41.11;;0;;;
2024_10_04-F3.25.2.bmp;7;0.23;;;;0.64;;;;;;;0;1;763.43;48.31
2024_10_03-20.8.1.bmp;;;;;;;;;;;;;;;;
2024_08_29-I14.4.1.bmp;1;0.21;;;;0.21;1;1;0;;;;;;;
2024_10_04-12.12.1.bmp;1;0.12;1;5.13;0.05;0.16;;;;;;;;;;
2024_11_15-N1.12.2.bmp;;;;;;;;;;;;;;;;
2024_08_29-A4.6.2.bmp;1;0.14;;;;0.14;4;4;0;1;396.86;;0;1;1908.37;15.66
2024_10_04-12.33.2.bmp;2;0.19;1;6.32;0.05;0.32;;;;;;;;;;
2024_11_15-I19.31.1.bmp;;;;;;;;;;1;21.92;;0;;;
2024_11_15-N1.33.2.bmp;1;0.19;;;;;;;;;;;0;;;
2024_10_04-B3.28.2.bmp;2;0.08;;;;0.16;1;1;0;;;;0.01;;;
2024_11_15-N2.25.1.bmp;;;;;;;;;;;;;0;;;20.68
2024_10_04-B7.16.1.bmp;1;0.21;;;;0.22;;;;;;;0.01;;;
2024_10_04-B9.35.1.bmp;;;;;;;1;0;0;;;;0.03;;;
2024_11_15-I18.10.2.bmp;;;;;;;;;;;;;0;;;
2024_10_04-F3.22.2.bmp;1;0.36;;;;;;;;;;;0.07;;;
2024_10_03-4.30.1.bmp;;;;;;;;;;;;;;;;
2024_10_04-F4.15.2.bmp;;;;;;;;;;;;;0.84;;;
2024_10_03-17.5.2.bmp;3;0.12;;;;0.27;;;;;;;;1;129.21;
2024_11_15-I20.31.1.bmp;1;0.16;;;;;;;;;;;0;;;
2024_10_03-6.16.2.bmp;1;0.48;;;;0.48;;;;;;;;;;
2024_10_04-B13.35.1.bmp;;;;;;;;;;;;;0.42;;;
2024_10_04-B10.31.2.bmp;6;0.34;;;;1.07;;;;;;;;;;
2024_10_03-1.1.1.bmp;;;1;13.75;0.08;;;;;1;90.67;;0.01;1;12.14;
2024_10_03-2.39.1.bmp;2;0.21;;;;0.28;1;1;0;;;;0;1;41.03;
2024_08_27-S11.12.2.bmp;;;1;8.43;0.07;;;;;;;;;;;
2024_10_04-B7.30.1.bmp;;;;;;;;;;;;;0;;;
2024_11_15-I20.25.2.bmp;;;1;20.79;0.13;;;;;;;;0;;;
2024_10_03-2.34.2.bmp;1;0.24;1;9;0.06;0.3;;;;;;;0;;;
2024_10_04-U3.19.2.bmp;1;0.1;1;15.03;0.13;0.23;;;;1;243.94;;;;;
2024_08_27-S3.7.1.bmp;2;0.13;;;;0.18;;;;;;;0;;;
2024_10_03-10.19.2.bmp;;;;;;;1;0;0;;;;;;;
2024_10_04-B9.27.1.bmp;;;;;;;;;;;;;0.31;;;
2024_11_15-N1.38.2.bmp;;;1;7.4;0.07;;;;;;;;;;;
2024_10_04-13.36.2.bmp;1;0.77;;;;0.78;;;;;;;;;;
2024_08_29-I10.13.2.bmp;1;0.58;1;19.18;0.15;0.73;1;0;0;;;;;;;
2024_08_27-S2.10.2.bmp;;;;;;;;;;;;;0;;;
2024_10_03-15.11.2.bmp;2;0.21;;;;0.37;;;;;;;;1;661.36;
2024_08_27-S10.11.1.bmp;;;;;;;;;;;;;;;;
2024_10_04-B2.15.2.bmp;;;;;;;1;1;0;;;;0.02;;;
2024_10_04-F2.38.2.bmp;5;0.3;;;;0.67;;;;1;49.12;;0.02;1;5326.75;
2024_10_04-B8.14.2.bmp;2;0.12;;;;0.21;;;;;;;;1;4650.96;
2024_08_27-S2.1.2.bmp;3;0.21;;;;0.58;2;1;0;;;;0;;;
2024_10_04-U4.9.1.bmp;;;1;20.19;0.16;;;;;1;25.84;;0;;;
2024_10_04-B3.18.2.bmp;;;;;;;1;0;0;;;;0.01;1;850.17;
2024_11_15-I19.23.1.bmp;;;;;;;;;;;;;0;;;
2024_08_29-I11.12.1.bmp;4;0.33;1;6.65;0.06;0.81;2;1;0;;;;;;;
2024_10_04-B2.29.2.bmp;4;0.15;;;;0.33;;;;;;;;;;
2024_10_03-17.23.2.bmp;1;0.71;1;10.08;0.09;0.81;;;;;;;;;;
2024_10_04-B8.20.1.bmp;;;;;;;;;;;;;0.03;1;32.11;
2024_10_03-3.34.2.bmp;2;0.2;;;;0.32;;;;;;;;;;
2024_10_04-B3.30.2.bmp;1;0.28;;;;;;;;1;19.57;;0.01;1;349.41;
2024_10_03-17.16.2.bmp;;;;;;0;;;;;;;;;;
2024_10_03-6.27.1.bmp;1;0.2;;;;0.2;;;;;;;0;1;354.96;
2024_11_15-I22.36.1.bmp;;;;;;;;;;;;;0;1;560.54;
2024_08_29-A3.16.1.bmp;3;0.19;;;;0.38;;;;;;;0;;;
2024_10_04-B6.15.2.bmp;5;0.32;1;9.47;0.08;0.84;;;;;;;;;;
2024_10_04-13.18.1.bmp;5;0.45;;;;0.79;5;3;1;;;;0;1;4829.98;45.95
2024_08_29-I15.17.1.bmp;6;0.14;;;;0.62;;;;1;190.73;;0;1;571.1;
2024_10_04-F2.9.1.bmp;5;0.15;;;;0.5;;;;;;;;1;1374.4;
2024_10_03-18.1.2.bmp;2;0.21;;;;0.41;;;;;;;;;;
2024_10_03-3.14.2.bmp;;;;;;;;;;;;;0;;;
2024_10_03-6.18.1.bmp;;;1;11.59;0.1;0.11;;;;;;;;;;
2024_08_27-S7.8.1.bmp;1;0.05;;;;0.05;;;;;;;;;;
2024_10_03-9.36.1.bmp;4;0.12;;;;0.38;;;;;;;0;;;80.62
2024_08_29-IB2.10.1.bmp;;;1;27.94;0.17;;;;;;;;0.99;1;662.57;
2024_10_03-2.36.1.bmp;3;0.15;;;;0.26;;;;;;;;;;
2024_10_03-19.31.2.bmp;2;0.15;;;;0.23;;;;;;;;;;
2024_10_04-B8.22.1.bmp;2;0.16;;;;0.22;1;1;0;;;;0.14;1;337.18;
2024_11_15-I18.34.2.bmp;;;;;;;;;;;;;0;;;
2024_08_27-S6.8.1.bmp;1;0.19;1;15.34;0.14;0.33;;;;;;;;;;
2024_10_03-8.28.1.bmp;2;0.2;1;6.48;0.06;0.38;;;;1;12.71;;0;1;194.1;
2024_10_03-9.8.2.bmp;;;;;;;;;;;;;0;;;
2024_10_04-F2.2.1.bmp;1;0.76;1;41.16;0.33;1.1;;;;1;310.08;;0;1;18758.43;
2024_10_04-B7.38.1.bmp;;;;;;;;;;;;;0.16;;;
2024_11_15-I19.29.1.bmp;;;;;;;;;;;;;;;;
2024_10_04-B8.25.1.bmp;4;0.09;1;5.85;0.05;0.34;1;1;0;;;;0.09;;;
2024_10_04-B13.29.1.bmp;4;0.26;;;;0.74;;;;;;;0.08;;;
2024_10_04-B5.11.2.bmp;6;0.22;1;7.57;0.07;0.77;1;0;0;;;;;;;
2024_10_04-F2.26.1.bmp;1;0.13;1;5.29;0.05;0.17;;;;;;;;;;
2024_10_04-B1.29.2.bmp;2;0.07;;;;0.13;;;;1;165.12;;0;1;48.71;
2024_08_29-I16.12.1.bmp;1;0.21;;;;;2;1;0;;;;0;;;
2024_11_15-N2.40.2.bmp;;;;;;;;;;;;;0;;;
2024_08_29-A1.5.1.bmp;;;;;;;1;1;0;;;;0;1;1282.01;
2024_10_03-3.10.1.bmp;4;0.14;;;;0.36;;;;;;;;;;
2024_10_04-F1.35.1.bmp;;;2;8.79;0.08;0.15;1;1;0;1;11.35;;0.22;;;
2024_10_04-F1.5.1.bmp;2;0.3;1;6.02;0.05;0.57;;;;;;;0;;;3.85
2024_10_03-16.29.1.bmp;3;0.24;1;6.23;0.05;0.48;;;;;;;0.01;;;
2024_08_27-S11.3.2.bmp;3;0.31;;;;0.68;1;0;0;;;;;;;
2024_11_15-I21.34.2.bmp;;;2;8.98;0.07;0.14;;;;;;;0;;;
2024_10_04-B12.10.1.bmp;1;0.13;1;12.65;0.11;0.24;;;;1;409.89;;0;;;
2024_10_03-16.3.2.bmp;2;0.27;2;6.55;0.05;0.6;;;;;;;;;;
2024_10_04-B13.24.1.bmp;;;;;;;;;;;;;0;;;
2024_10_03-3.31.2.bmp;1;0.12;;;;;1;1;0;1;3.84;;;;;
2024_10_03-3.29.2.bmp;2;0.17;;;;0.34;;;;;;;;;;
2024_10_04-B4.14.1.bmp;;;;;;;;;;;;;0.33;;;
2024_10_04-B7.33.1.bmp;;;;;;;1;1;0;;;;0.34;;;
2024_08_27-S11.7.1.bmp;;;;;;;;;;;;;0;;;100.59
2024_08_27-S10.2.1.bmp;;;;;;;1;1;0;;;;;;;
2024_08_27-S11.7.2.bmp;1;0.17;;;;0.17;;;;;;;;;;
2024_08_27-S2.5.2.bmp;;;2;14.22;0.11;0.16;;;;;;;;;;
2024_10_03-10.28.2.bmp;;;4;15.63;0.1;0.33;;;;1;37.32;1;;;;
2024_10_03-3.3.2.bmp;2;0.08;1;5.74;0.05;0.21;;;;;;;0.01;;;
2024_10_04-F1.18.1.bmp;1;0.1;;;;0.1;2;2;0;;;;0.16;1;142.38;
2024_10_04-B1.2.2.bmp;1;0.2;;;;0.2;;;;;;;0;;;
2024_10_04-B13.30.1.bmp;;;;;;;;;;;;;0.17;1;262.39;
2024_10_03-14.35.1.bmp;2;0.1;;;;0.16;;;;;;;0.01;;;
2024_10_04-11.13.2.bmp;2;0.17;;;;0.25;;;;;;;;;;
2024_10_03-5.25.2.bmp;3;0.11;;;;0.25;;;;;;;;;;
2024_11_15-I21.15.2.bmp;1;0.13;;;;0.13;;;;;;;0;;;
2024_08_29-I11.8.2.bmp;2;0.38;;;;0.53;;;;;;;;1;18.39;
2024_10_03-5.11.2.bmp;2;0.21;1;5.74;0.05;0.31;;;;;;;;;;
2024_11_15-N4.18.2.bmp;;;;;;;;;;;;;0;;;
2024_10_03-10.39.2.bmp;;;1;10.94;0.08;0.09;;;;;;;;;;
2024_08_27-S10.5.2.bmp;1;0.17;1;15.7;0.13;0.3;;;;1;63.64;;;1;267.79;
2024_08_29-I13.4.2.bmp;2;0.24;1;15.24;0.12;0.54;;;;;;;;;;
2024_10_03-5.12.1.bmp;3;0.32;;;;0.53;;;;;;1;;;;17.13
2024_10_03-15.37.1.bmp;;;2;16.22;0.12;0.23;;;;;;;;;;
2024_11_15-I20.31.2.bmp;;;1;12.87;0.12;;;;;;;;;;;
2024_10_04-B8.33.2.bmp;;;;;;;2;2;0;;;;0;;;
2024_11_15-N3.34.2.bmp;;;;;;;;;;;;;0;;;
2024_11_15-N2.22.1.bmp;;;;;;;;;;;;;;;;
2024_10_04-F1.4.2.bmp;;;1;8.19;0.07;;;;;;;;;;;
2024_10_04-B12.36.2.bmp;;;;;;;;;;;;;0;;;
2024_10_04-B13.34.2.bmp;;;2;24.12;0.22;0.28;;;;;;;0.21;1;50.61;
2024_10_03-18.38.2.bmp;3;0.77;;;;1.74;;;;1;14.61;;0;1;16.37;
2024_08_29-I15.13.1.bmp;2;0.37;;;;0.74;;;;;;;;;;
2024_10_03-9.37.2.bmp;4;0.18;;;;0.42;1;1;0;;;;;;;
2024_10_03-4.37.2.bmp;2;0.2;;;;0.26;;;;;;;;;;
2024_10_03-2.22.1.bmp;2;0.1;;;;0.16;1;0;0;;;;;;;9.69
2024_10_03-16.11.1.bmp;2;0.09;;;;0.17;3;2;0;;;;;1;81.89;
2024_08_27-S3.13.2.bmp;;;;;;;1;1;0;;;;0;;;
2024_08_29-IB2.17.2.bmp;;;;;;;2;2;0;;;;;;;
2024_11_15-N4.27.2.bmp;1;0.16;1;5.15;0.05;0.2;1;1;0;;;;0;;;
2024_10_04-B11.27.1.bmp;;;;;;;;;;;;;0.04;;;
2024_10_04-B6.10.2.bmp;5;0.08;;;;0.36;7;4;2;;;1;0;1;136.74;
2024_10_04-U1.11.1.bmp;4;0.17;;;;0.64;;;;;;;;;;
2024_08_27-I9.8.1.bmp;2;0.77;;;;1.49;1;1;0;;;;;;;
2024_10_03-16.30.2.bmp;7;0.16;;;;0.72;;;;;;;;;;
2024_11_15-I23.18.2.bmp;;;;;;;;;;1;103.45;;;1;254.47;
2024_08_29-I13.17.1.bmp;1;0.2;2;12.35;0.11;0.35;;;;;;;;;;
2024_11_15-I19.7.1.bmp;;;;;;;;;;;;;;;;
2024_10_04-B13.40.2.bmp;3;0.15;;;;0.26;;;;;;;;;;
2024_10_04-B6.16.2.bmp;;;;;;;;;;;;;;;;
2024_08_29-I14.19.2.bmp;1;0.16;;;;;2;2;0;;;;;;;
2024_08_29-I10.12.2.bmp;4;0.27;;;;0.83;;;;;;;;;;
2024_10_04-F4.10.2.bmp;;;;;;;;;;1;159.95;;;1;165.07;
2024_08_27-S6.6.1.bmp;;;1;12.88;0.12;0.12;;;;;;;;;;
2024_08_27-I4.1.1.bmp;2;0.31;;;;0.47;;;;;;;;;;
2024_10_04-F1.22.2.bmp;;;3;16.53;0.13;0.33;;;;1;391.75;;0.02;1;1910.58;
2024_10_04-F1.30.1.bmp;;;2;5.18;0.05;0.09;;;;;;;0.7;;;
2024_10_04-F3.7.1.bmp;;;;;;;1;1;0;;;;0.35;1;212.75;
2024_08_27-S4.6.1.bmp;;;;;;;;;;;;;0;;;
2024_08_27-I6.8.2.bmp;;;1;39.08;0.28;;;;;;;;0;;;
2024_10_04-B3.6.2.bmp;1;0.27;;;;;1;1;0;;;;0;;;
2024_10_04-B1.32.2.bmp;;;2;19.35;0.17;0.31;;;;;;;;;;
2024_11_15-N2.32.2.bmp;;;;;;;;;;;;;;1;901.96;
2024_10_04-13.7.2.bmp;3;0.21;;;;0.45;1;0;0;;;;0;;;
2024_10_03-7.33.2.bmp;1;0.2;1;7.43;0.05;0.26;;;;;;;;;;
2024_10_04-B3.34.2.bmp;5;0.13;;;;0.48;4;3;0;;;;;;;
2024_10_03-7.31.2.bmp;1;0.2;;;;;;;;1;659.2;;;1;2786.48;
2024_08_27-I5.15.2.bmp;4;0.23;;;;0.63;;;;;;;;1;178.77;
2024_10_04-B10.6.2.bmp;6;0.24;;;;0.7;5;5;0;;;;;;;
2024_08_27-S7.13.1.bmp;;;;;;;1;0;0;;;;;;;
2024_10_03-17.2.2.bmp;5;0.2;;;;0.77;;;;;;;0;;;
2024_10_04-U1.17.1.bmp;3;0.17;;;;0.46;;;;;;;0;;;
2024_10_04-F3.2.2.bmp;;;;;;;;;;1;14.44;;0.17;;;
2024_10_04-B13.32.1.bmp;;;3;10.93;0.1;0.2;;;;1;36.03;;0.02;;;
2024_10_04-B12.11.1.bmp;;;;;;;;;;;;1;0.87;1;702.86;
2024_11_15-N4.37.1.bmp;;;;;;;;;;;;;0;;;
2024_11_15-N1.37.1.bmp;1;0.19;;;;0.19;;;;;;;0;1;2235.6;
2024_10_04-B2.31.1.bmp;2;0.42;1;10.39;0.09;0.56;;;;;;;0.01;;;
2024_10_03-4.8.1.bmp;;;1;10.49;0.09;0.09;1;1;0;;;;;1;1057.93;
2024_10_04-B6.38.2.bmp;6;0.17;;;;0.59;;;;1;11.42;;0.12;1;20.19;
2024_10_03-17.16.1.bmp;;;;;;;;;;;;;;;;
2024_08_29-I16.19.2.bmp;2;0.25;;;;0.35;3;2;0;;;;;1;5850.19;
2024_08_29-IB2.19.1.bmp;;;;;;;;;;;;;0.29;;;
2024_10_04-F2.32.1.bmp;1;0.22;1;11.14;0.1;0.32;;;;1;49.81;;;1;26.38;
2024_08_29-I10.4.1.bmp;2;0.33;;;;0.66;;;;1;7.15;;;;;
2024_11_15-N2.27.1.bmp;;;;;;;;;;;;;0;1;33.88;
2024_08_27-S1.9.1.bmp;;;2;9.02;0.08;0.13;2;0;0;1;47.18;;;1;103.52;
2024_10_03-6.39.1.bmp;1;0.16;;;;;;;;;;;0;;;
2024_11_15-I23.25.1.bmp;;;1;19.09;0.16;;;;;;;;;;;
2024_10_04-B10.36.1.bmp;1;0.25;2;7.41;0.05;0.36;;;;;;;0;1;1474.6;99.29
2024_10_03-9.21.1.bmp;;;;;;;;;;;;;0;;;
2024_08_27-I1.20.2.bmp;5;0.1;;;;0.4;;;;;;;;;;
2024_08_27-I3.8.2.bmp;3;0.43;1;11.33;0.05;0.74;;;;1;185.37;;;;;
2024_11_15-N1.33.1.bmp;1;0.14;;;;0.14;;;;;;;0;;;
2024_10_04-B10.19.2.bmp;2;0.19;;;;0.38;;;;;;;;;;
2024_11_15-N4.13.2.bmp;;;;;;;;;;;;;0;;;
2024_10_04-B2.7.1.bmp;1;0.15;;;;0.15;;;;;;;0.17;;;
2024_10_04-B13.31.2.bmp;;;1;5.45;0.05;;2;2;0;;;;0;;;
2024_10_04-B9.23.1.bmp;;;;;;;;;;;;;0.41;;;
2024_10_03-8.7.1.bmp;1;0.25;;;;;1;0;0;1;358.73;;;;;
2024_08_29-I10.11.1.bmp;3;0.14;;;;0.34;;;;;;;;;;
2024_11_15-I19.12.1.bmp;;;1;19.29;0.05;;;;;;;;0;;;
2024_10_04-F1.21.1.bmp;1;0.05;2;11.71;0.09;0.2;;;;;;;0;;;
2024_10_04-F3.32.2.bmp;1;0.25;1;13.12;0.12;0.37;1;1;0;1;52.84;;0.1;;;
2024_08_29-I12.14.2.bmp;4;0.12;1;6.25;0.05;0.41;;;;;;;;;;
2024_10_03-1.10.1.bmp;1;0.14;;;;;1;1;0;;;;0.02;;;
2024_10_04-F1.23.1.bmp;;;;;;;;;;;;;0.88;1;2933.8;
2024_11_15-I21.5.1.bmp;;;;;;;;;;;;;;;;
2024_10_03-1.40.2.bmp;5;0.41;;;;0.73;1;0;0;;;;;;;
2024_08_27-I4.5.2.bmp;3;0.26;1;5.94;0.05;0.75;;;;;;;;;;
2024_11_15-I21.23.2.bmp;;;;;;;;;;;;;;;;
2024_10_04-11.19.2.bmp;9;0.2;;;;1.06;2;1;0;;;;;1;38.97;13
2024_10_04-B5.23.2.bmp;2;0.42;2;10.44;0.09;0.66;;;;;;;0;;;
2024_11_15-I17.9.1.bmp;;;;;;;;;;;;;0;;;
2024_08_27-I6.7.1.bmp;1;0.21;;;;0.21;;;;;;;;;;
2024_10_04-B13.12.2.bmp;1;0.32;;;;0.32;1;1;0;1;6.41;;;1;2429.48;6.84
2024_10_04-B10.27.2.bmp;1;0.15;;;;0.15;1;0;0;;;;0.15;;;
2024_11_15-N2.6.2.bmp;;;;;;;;;;;;;;;;
2024_11_15-I23.19.2.bmp;;;;;;;;;;1;164.36;;;1;107.18;
2024_08_27-I4.7.1.bmp;5;0.15;;;;0.48;1;1;0;;;;0;;;46.53
2024_10_03-14.33.2.bmp;1;0.29;;;;;;;;;;;;1;1394.29;
2024_10_04-B14.1.2.bmp;;;;;;;;;;;;;0.83;;;
2024_10_03-18.18.2.bmp;3;0.31;1;5.76;0.05;0.5;;;;;;;;1;1866.36;
2024_10_03-14.3.1.bmp;7;0.19;;;;0.97;;;;;;;0;1;57.37;
2024_08_27-I7.19.1.bmp;1;0.35;;;;;;;;;;;0;1;149;
2024_10_03-1.29.2.bmp;3;0.2;1;6.2;0.05;0.42;;;;;;;0;;;
2024_10_04-B9.37.1.bmp;;;;;;;;;;;;;0.07;1;187.61;
2024_11_15-N4.4.1.bmp;;;;;;;;;;;;;0;;;
2024_08_27-S13.7.2.bmp;1;0.09;;;;;;;;;;;0.09;;;
2024_08_27-S13.14.1.bmp;;;1;7.42;0.07;0.07;;;;;;;0;;;
2024_10_03-5.31.2.bmp;1;0.34;;;;0.34;;;;1;9.41;;;;;
2024_10_04-F1.9.1.bmp;3;0.4;;;;0.91;;;;1;5.41;;;;;
