"sample_name","Quality","Quality_Factor","Density","MOE","MOR","PrePD","PostPD","max_knot","knot_decisive"
"1.1",2,"2",421.49,9.045406273,60.30044403,6.299993038,2.420004845,11,1
"1.10",3,"3",404.802,5.806639503,28.54925647,0,3.502135277,52,1
"1.11",3,"3",414.726,8.209796128,59.14280326,6.460001469,10.63296413,12,NA
"1.12",2,"2",511.366,11.22680946,69.22156663,10.50001574,7.639856339,27,1
"1.13",1,"1",383.843,7.217398791,56.02753477,7.099977493,0,15,NA
"1.14",1,"1",397.707,8.51502812,54.44404648,5.740002632,3.474969864,13,1
"1.15",2,"2",434.354,8.352101819,64.55743786,8.73999548,6.359357834,29,1
"1.16",1,"1",373.364,8.319465871,58.73890403,8.579984665,1.038287163,7,NA
"1.17",3,"3",372.699,8.505080165,61.23048824,12.8800106,0.560005188,7,NA
"1.18",1,"1",502.717,10.92609655,64.7968175,6.72002697,3.962118149,17,NA
"1.19",1,"1",378.645,5.559208916,33.61892426,1.300002098,0,0,NA
"1.2",2,"2",380.825,6.748810118,38.5073749,3.439972878,0,0,NA
"1.20",1,"1",382.014,7.797908537,55.52423473,6.480014801,0.399982452,19,NA
"1.21",2,"2",488.024,11.22081825,74.51921353,7.400009155,11.63422775,32,1
"1.22",3,"3",512.817,11.90911829,85.12131011,12.29998875,8.681371689,27,1
"1.23",3,"3",394.592,7.233895245,36.20565022,4.339986801,0,7,NA
"1.24",2,"2",499.554,11.11113505,72.23861847,6.760000706,8.825375557,21,1
"1.25",2,"2",508.483,11.71615372,75.73818671,8.380023479,6.649830818,23,1
"1.26",2,"2",395.154,8.049040127,57.42305916,7.459993362,0.81999588,20,1
"1.27",3,"3",462.963,7.754270102,50.40325111,1.739991188,2.411766052,18,NA
"1.28",2,"2",445.131,8.599223058,42.9250922,6.279988289,2.839981079,14,1
"1.29",2,"2",463.069,6.849484379,39.04049323,0.640017033,0.740008354,20,1
"1.3",3,"3",389.372,6.357901009,31.1407824,3.819989204,3.044011116,40,1
"1.30",2,"2",468.23,7.119005476,44.81675809,5.800002575,2.540016174,23,1
"1.31",2,"2",454.813,8.036298233,66.27612938,10.98001719,0,25,1
"1.32",1,"1",381.182,9.032997515,62.07715916,11.599998,1.019994736,10,1
"1.33",3,"3",441.688,7.357239177,52.74195262,5.440004349,5.15574646,35,1
"1.34",3,"3",423.653,7.313008134,43.80287764,2.400008678,3.179990768,36,1
"1.35",2,"2",422.544,8.051821716,58.6479385,7.220015049,4.077741623,27,1
"1.36",2,"2",396.54,7.903509402,59.94139163,13.62001085,0,24,1
"1.39",3,"3",483.089,10.16178952,58.7555358,3.040019512,10.09015083,26,1
"1.4",2,"2",425.328,7.208286607,56.21027476,7.140005589,4.579983711,26,1
"1.40",3,"3",380.739,6.973008095,42.42892145,3.739971161,1.280021667,41,1
"1.5",2,"2",419.084,8.141497012,55.86002312,3.839990616,9.64696312,20,1
"1.6",3,"3",429.918,8.13933341,44.33469,6.43999052,3.840003967,31,1
"1.7",2,"2",409.809,8.039371139,55.94419072,6.879995823,0.549732208,27,1
"1.8",3,"3",446.765,7.884227,51.98097457,4.559998512,4.839997292,32,1
"1.9",1,"1",408.073,8.911978302,68.27697632,12.70000124,0,8,NA
"10.1",1,"1",394.655,8.748886138,62.34375975,9.100008011,0.019990921,10,1
"10.10",1,"1",400.477,8.380578404,61.25829883,8.640007496,0.220009804,12,NA
"10.11",2,"2",415.558,7.893311817,47.16106361,3.199997425,2.84001255,31,1
"10.12",2,"2",389.216,8.004117566,51.5467405,5.960000038,3.319991112,20,1
"10.13",3,"3",441.506,8.918452341,51.72398855,3.660012722,3.307351112,18,1
"10.14",2,"2",431.799,10.16143421,69.96366154,9.919995785,8.056964874,0,NA
"10.15",1,"1",424.221,8.942114303,58.71835918,3.500005245,1.800012589,0,NA
"10.16",2,"2",435.462,9.147270989,68.21733973,7.980003834,5.742038727,17,1
"10.17",2,"2",462.963,9.930535407,73.51514257,13.03998899,0.840003967,13,1
"10.18",1,"1",383.733,7.1738332,56.74640952,7.580023289,0,0,NA
"10.19",1,"1",433.518,9.046541923,68.15332713,8.799993038,0,0,NA
"10.2",2,"2",424.429,8.763707161,64.9175331,8.87997961,3.042097092,22,1
"10.20",2,"2",395.258,6.998637386,51.02743731,3.940001488,0.059997559,36,NA
"10.21",3,"3",407.56,6.603605747,47.66940728,4.760001659,1.159992218,18,1
"10.22",3,"3",479.537,9.978303596,66.28506171,5.199988365,4.300000191,40,1
"10.23",3,"3",388.397,6.906722469,53.7453316,7.220005989,2.899990082,22,1
"10.24",2,"2",492.639,12.28346655,83.96847906,11.69999981,10.16108894,10,1
"10.25",1,"1",426.203,10.0663828,71.33012783,13.71998405,6.137771606,12,NA
"10.26",2,"2",393.879,8.60198248,52.2727348,5.819989204,0.180012703,33,1
"10.27",1,"1",391.503,6.943459261,55.52628142,8.080024242,0,7,NA
"10.28",2,"2",464.294,10.41687079,70.9256487,10.2600112,5.583051682,14,1
"10.29",1,"1",488.337,12.30445806,80.29691106,9.299989223,8.569446564,20,1
"10.3",1,"1",385.078,9.178947234,63.64540938,12.81999016,0,6,NA
"10.30",3,"3",379.197,9.658721166,57.97850101,3.559999943,9.210551262,25,NA
"10.31",2,"2",416.977,7.154154922,42.16787129,2.159985542,0.020007133,0,1
"10.32",3,"3",399.367,5.590311935,25.91989605,1.599992752,1.13999939,35,1
"10.33",1,"1",428.778,9.571752132,71.25850837,15.54337263,0.779983521,0,NA
"10.34",2,"2",389.453,7.118709604,58.40218976,14.18001032,0,17,1
"10.35",2,"2",435.291,9.15875817,69.64197094,9.659996986,5.119344711,17,1
"10.36",2,"2",488.503,12.17190128,80.08048356,10.10002232,9.193609238,13,1
"10.38",2,"2",402.645,8.857920351,56.87510233,6.239993572,0.179987907,15,1
"10.39",1,"1",489.552,12.77940975,88.694564,14.50002289,7.860992432,11,NA
"10.4",2,"2",512.375,10.19115696,66.22690167,3.639987469,8.366844177,28,1
"10.40",2,"2",454.203,9.371892782,60.76897475,4.599997044,4.630168915,17,NA
"10.5",2,"2",404.294,8.864885639,57.91436658,10.05097771,0.059995651,18,1
"10.6",1,"1",407.906,8.820157531,62.41154897,13.69999123,0,39,1
"10.7",3,"3",426.259,5.356211825,29.0118664,7.900005817,0,48,1
"10.8",1,"1",384.952,6.911322928,55.1062767,9.820010662,0,0,NA
"10.9",2,"2",383.843,8.528423308,57.30567673,9.340013981,4.614522934,17,1
"11.1",1,"1",393.713,8.560737688,62.25611765,9.240008354,3.859994888,17,NA
"11.10",1,"1",441.425,10.46680036,72.71580862,10.05999088,7.240003586,9,NA
"11.11",1,"1",445.054,10.04007124,79.14700384,10.45999575,0,8,NA
"11.12",1,"1",372.644,8.785164231,60.29126805,9.706969738,0.019994736,0,NA
"11.13",1,"1",383.039,7.548680805,56.72278977,6.41999197,0,17,NA
"11.14",3,"3",468.175,5.710585095,23.49870571,3.60000515,2.879998207,36,1
"11.15",2,"2",487.691,11.02334364,86.85453312,14.31998491,8.002008438,9,1
"11.16",3,"3",419.729,7.341444951,50.22963351,4.379978657,0.020015717,33,1
"11.17",2,"2",393.037,7.60830381,51.4470863,4.57997942,0.020054817,20,1
"11.18",2,"2",392.049,8.643971712,64.46971779,11.61997223,0,17,1
"11.2",3,"3",463.795,7.02933501,40.93604295,0.879987717,4.240006447,17,1
"11.20",1,"1",379.893,7.33538531,35.85610761,0,3.760011196,24,1
"11.21",1,"1",387.18,8.80585682,53.93845267,5.15998745,2.600027084,8,NA
"11.22",3,"3",442.371,10.27407004,70.72004916,7.980030537,8.523985863,7,NA
"11.23",1,"1",407.713,8.568953197,60.22233365,8.300002098,4.025789261,17,1
"11.24",1,"1",479.241,12.3008839,81.02390434,12.42000341,5.680007935,8,NA
"11.25",1,"1",466.678,12.10584221,82.90952275,13.49997711,10.5320034,0,NA
"11.26",2,"2",423.431,9.438557065,69.48306512,9.50000906,0,16,1
"11.27",3,"3",487.691,6.258432243,35.66666472,1.920006752,0,41,1
"11.28",2,"2",437.718,10.0820815,62.43798536,4.419993401,5.297122002,19,1
"11.29",1,"1",381.626,8.084688423,63.15866802,15.42000723,0,14,NA
"11.3",1,"1",456.864,11.73468151,81.48799569,11.3799839,10.68605232,6,NA
"11.30",2,"2",440.937,10.4412698,66.85577575,4.759994507,3.282007217,16,1
"11.31",2,"2",424.983,9.158185536,68.50985042,9.08000946,0,19,1
"11.32",1,"1",372.003,7.887031223,54.27018034,6.76000452,0,16,NA
"11.33",1,"1",383.514,8.403669491,57.16082483,7.439984798,0,18,NA
"11.34",3,"3",463.739,6.809379934,53.28453445,4.900001049,0.340001106,44,1
"11.35",3,"3",460.079,6.876987672,42.7971937,3.600005627,0.01999855,23,NA
"11.36",1,"1",440.452,10.57467194,70.32569139,8.31999588,4.519997597,7,NA
"11.37",3,"3",406.188,5.875053509,26.01921401,3.680011749,1.182361603,49,1
"11.38",1,"1",380.616,7.582492673,56.88157864,9.660013676,0,35,1
"11.39",2,"2",418.884,7.362335055,38.96846444,2.679999828,0.900003433,22,1
"11.4",2,"2",439.166,10.43703064,74.9245162,10.01998854,2.479997635,6,NA
"11.40",1,"1",450.543,11.5239449,81.61553845,10.99999046,8.554576874,0,NA
"11.5",2,"2",397.095,8.920350631,62.72471658,10.02002287,0.059995651,15,1
"11.6",1,"1",398.259,7.832278785,52.49006382,5.523759842,0,19,1
"11.7",2,"2",491.794,12.71740773,81.90534946,11.49998426,8.801757812,10,1
"11.8",1,"1",440.563,10.16559337,72.15801795,9.499983311,8.980579376,25,1
"11.9",2,"2",379.939,8.081829483,59.29299117,13.88000393,0,21,1
"12.1",3,"3",467.288,6.052467323,32.07190843,4.119996071,0,36,1
"12.10",3,"3",375.781,7.067243444,48.04662647,4.359996796,0,33,1
"12.11",3,"3",404.728,6.604585209,48.50536232,4.21999073,0.340016365,39,1
"12.12",1,"1",448.688,10.33128524,70.9414813,10.15999746,4.640005112,35,1
"12.13",2,"2",388.592,8.805689703,56.50700552,6.480001926,1.600016594,15,1
"12.14",2,"2",462.076,10.00831914,61.07531032,3.100002289,10.86136055,27,1
"12.15",2,"2",444.112,8.466107068,62.43259087,5.119997978,1.400006294,18,1
"12.16",3,"3",464.016,9.083001723,71.03355788,7.820000172,3.345765114,21,1
"12.17",3,"3",445.974,8.122049653,57.88633183,3.719981194,1.160007477,21,1
"12.18",3,"3",462.076,1.789443873,11.10692068,5.894002438,5.759431839,79,1
"12.19",2,"2",398.647,8.35506306,63.76583747,9.019997597,1.739992142,11,1
"12.2",2,"2",384.318,8.439071988,54.95285796,6.859994888,0.020000458,18,1
"12.20",3,"3",382.098,7.032561309,48.71675107,3.320014,0.020011902,18,NA
"12.21",1,"1",384.564,6.5551774,49.55017699,5.519978046,0,27,1
"12.22",3,"3",456.531,7.571400474,44.74668339,4.179990768,7.661375046,44,1
"12.23",3,"3",456.864,6.64327136,42.79645787,1.220013142,0,34,1
"12.24",2,"2",448.436,7.095616682,40.56400383,0,0,27,1
"12.25",3,"3",426.48,6.533646349,44.68178389,3.519993305,0,19,1
"12.26",3,"3",467.62,9.994990027,75.7492437,11.02000427,0.660007477,31,1
"12.27",1,"1",440.508,10.1740437,78.82043043,13.77999735,0,0,NA
"12.28",2,"2",445.553,8.861303454,51.62875908,1.719995022,0.440003395,0,NA
"12.29",3,"3",455.034,9.324324505,71.0164388,6.159997463,0,0,1
"12.3",3,"3",476.806,6.58667067,47.92576955,3.260007858,3.09999752,24,1
"12.30",3,"3",396.374,5.789101901,39.97251103,3.179990768,0,36,1
"12.31",3,"3",412.786,6.038971948,28.05678925,1.279994488,0.021548748,52,1
"12.32",3,"3",470.226,7.359993212,41.64197484,1.71999836,0.499995232,37,1
"12.33",2,"2",386.671,6.164996798,35.81679658,0.779996395,9.579988003,27,1
"12.34",2,"2",387.356,7.023687221,39.00832612,2.900000095,0,19,NA
"12.35",3,"3",451.153,7.528235495,49.08708949,8.280012131,0,33,1
"12.36",2,"2",369.816,6.806160605,40.95179758,2.44001627,0,24,1
"12.37",2,"2",394.433,7.051147195,49.7288431,5.420014858,0,32,1
"12.38",1,"1",447.438,10.74478594,66.32292057,5.55999136,6.06000042,0,NA
"12.39",2,"2",448.133,8.855804888,71.78703141,12.87998199,0,91,1
"12.4",2,"2",404.431,7.905807785,59.17345972,7.459998131,0,16,NA
"12.5",1,"1",479.818,12.48687463,82.86009037,10.81999493,9.234249115,8,NA
"12.6",2,"2",488.745,12.5415897,80.39446985,9.620019436,8.699981689,10,1
"12.7",1,"1",436.264,10.18324242,70.53735303,10.24002314,2.765733719,7,NA
"12.8",3,"3",438.466,8.405902818,39.96187557,5.300023079,1.934821129,54,1
"12.9",1,"1",376.857,8.383040507,58.47474485,8.580022812,0,13,1
"13.1",3,"3",414.166,6.673534073,28.71944344,0,5.339993477,11,1
"13.10",3,"3",462.503,7.129553461,52.21476481,3.179987907,0,31,NA
"13.11",3,"3",416.888,8.153141914,58.23981432,8.180002213,0.939996719,53,1
"13.12",2,"2",370.315,6.550787405,34.62701063,1.419979095,0,29,1
"13.13",1,"1",392.836,8.002195235,54.27272408,4.400007248,1.39997673,16,NA
"13.14",3,"3",457.751,6.88374538,41.32043043,0.419991016,0.019993782,17,NA
"13.15",3,"3",457.252,8.077698834,56.46953164,6.320017815,0.019989014,16,NA
"13.16",2,"2",377.745,7.979879959,42.737523,0.739993572,7.779996872,17,1
"13.17",1,"1",426.259,9.467702147,71.07937445,12.40001583,0,0,NA
"13.18",3,"3",465.735,7.318554496,48.85657396,2.239983559,1.340004921,45,1
"13.19",2,"2",392.604,8.119592728,55.52115496,5.540002346,5.192144394,5,1
"13.2",3,"3",452.983,6.067591568,36.23214265,5.599995136,2.279995918,25,1
"13.20",3,"3",387.226,7.097501853,61.10702423,13.9999938,0,34,NA
"13.21",2,"2",438.124,6.490806206,46.48667996,3.899992943,0,30,1
"13.22",3,"3",458.694,6.15859249,37.87441962,2.399998188,2.099999428,35,1
"13.23",3,"3",377.745,6.033221903,40.17701901,1.020010948,0,29,1
"13.24",3,"3",443.058,9.418043203,73.89096319,13.17998791,0,78,1
"13.25",3,"3",409.774,7.331246256,40.10302637,1.519993782,0,51,1
"13.26",2,"2",397.095,7.86460431,53.84919614,3.520021915,1.379983902,15,NA
"13.27",3,"3",397.369,6.988415331,55.82939102,10.49997854,0.439996719,43,1
"13.28",1,"1",447.272,10.49706235,81.03573127,15.49998808,0.120010376,0,NA
"13.29",3,"3",456.516,6.800145843,49.41283936,4.059988022,1.88001442,18,NA
"13.3",2,"2",385.174,7.240946938,48.39342799,5.560004234,0.520009041,20,1
"13.30",2,"2",441.863,7.691071881,56.12605356,6.000011444,0,28,1
"13.31",2,"2",422.1,7.1467154,51.47620287,6.140021324,0,19,1
"13.32",1,"1",473.996,11.52036839,81.97021972,11.70000601,3.840000153,82,1
"13.33",2,"2",350.577,6.413568451,39.72964959,2.580005646,0,16,NA
"13.34",1,"1",459.026,7.838820558,72.54971502,13.65999413,0,75,1
"13.35",3,"3",446.186,5.409029724,26.14764368,0,0.020002365,28,1
"13.36",1,"1",469.395,10.61486232,77.9401987,8.880018234,1.919981003,77,1
"13.37",2,"2",450.266,5.634525801,37.65659842,4.579991817,0,27,1
"13.38",1,"1",451.597,10.33228503,79.46110221,15.05999422,0,0,NA
"13.39",1,"1",385.142,9.204035426,60.43626614,8.540001392,3.600004196,0,NA
"13.4",2,"2",386.671,7.49634123,61.33367055,13.85999823,0,25,1
"13.40",2,"2",444.999,10.01159105,76.18726414,13.88000488,0.480028152,25,1
"13.5",2,"2",398.481,7.320991082,58.80676635,10.24001169,0,37,1
"13.6",2,"2",466.625,6.781693944,44.57135534,0.860017776,1.819987297,33,1
"13.7",2,"2",460.801,8.802820994,72.27160425,12.13998175,3.000005722,33,1
"13.8",2,"2",445.02,10.24528038,62.43760039,3.580010891,6.862008095,18,1
"13.9",3,"3",445.775,7.796944348,51.22922125,4.899986267,0,28,1
"14.1",3,"3",368.767,5.451335754,29.05375041,0,0,31,1
"14.10",1,"1",443.557,11.12326518,65.9481574,4.46000576,9.039764404,0,NA
"14.11",1,"1",438.078,10.74193069,79.44568383,12.35998392,0.280015945,0,NA
"14.12",3,"3",411.539,6.327226573,27.97490225,2.579997063,5.648838997,45,1
"14.13",1,"1",430.306,7.159471865,51.96801709,3.440010548,0.020011902,5,NA
"14.14",1,"1",441.506,7.004526323,47.99204326,1.980002403,0,28,1
"14.15",3,"3",405.467,7.325702371,47.51933633,2.999991417,0.882012367,17,1
"14.16",2,"2",462.63,6.219432712,38.38992182,1.980002403,0,30,1
"14.18",3,"3",453.613,9.447427301,63.98301541,4.799988747,3.079996109,58,1
"14.19",2,"2",448.104,6.480570274,44.82269835,2.480009556,0,27,1
"14.2",3,"3",410.198,7.09839374,53.74834803,5.700000763,0,24,NA
"14.20",1,"1",414.726,8.668512421,64.18615893,11.34000826,0,16,NA
"14.21",1,"1",359.559,6.618840635,51.10740921,8.380017757,0,24,1
"14.22",1,"1",432.303,9.104069828,66.05258234,11.33996964,0,0,NA
"14.23",2,"2",418.907,5.560739266,27.3627842,4.600005627,3.720002174,27,1
"14.24",3,"3",417.003,7.66902697,46.53393896,6.539996147,1.779999733,76,1
"14.25",1,"1",375.677,7.964699024,49.14990332,3.440011024,2.799995422,14,NA
"14.26",2,"2",433.078,9.776935209,67.45354506,6.800000668,4.948145866,0,1
"14.27",2,"2",397.202,6.568066966,45.69120548,4.377363205,3.639984131,19,NA
"14.28",1,"1",367.046,7.454437472,51.09980722,6.199993134,0,25,1
"14.29",3,"3",448.078,8.273399199,68.33201273,7.960013866,0.099991798,27,NA
"14.3",2,"2",464.344,7.033275612,54.57848951,5.039999008,0,25,NA
"14.30",3,"3",457.917,8.066782081,50.54064235,6.24003315,1.739983559,25,NA
"14.31",2,"2",420.991,5.871213716,46.23795378,3.600011826,0,27,1
"14.32",2,"2",367.764,6.958828503,52.84655299,8.779978275,0,27,1
"14.33",2,"2",422.671,7.520689502,51.09001236,3.080002785,0,29,1
"14.34",1,"1",422.94,9.055285405,72.53516405,14.06001091,0,0,NA
"14.35",3,"3",438.623,7.340551476,51.62958263,4.500005245,0,12,NA
"14.36",3,"3",393.324,5.99311572,30.38760857,1.860014439,5.84000206,40,1
"14.37",2,"2",365.658,6.511425452,43.05935492,2.680003166,0,32,1
"14.38",2,"2",392.204,5.994561014,44.46713994,3.18000412,0,21,1
"14.39",3,"3",460.459,6.384177291,40.9874538,5.760004044,0,45,1
"14.4",3,"3",459.904,6.313866735,36.09174717,0,0,34,1
"14.40",3,"3",459.404,9.294544241,53.33849878,3.61998415,2.535456657,40,1
"14.5",3,"3",435.241,9.843179745,70.8897342,12.53998661,0.640028,0,NA
"14.6",2,"2",438.567,6.668349536,43.92487973,2.019986153,0,23,1
"14.7",2,"2",436.738,10.10890683,70.81092697,6.899996758,0,0,NA
"14.8",3,"3",411.067,6.378455262,33.94436469,4.160017014,0,49,1
"14.9",1,"1",460.348,11.18459912,80.2216563,13.26000309,0.299995422,0,NA
"15.1",1,"1",390.342,9.174932968,62.05559097,11.17999935,0.100002289,13,1
"15.10",1,"1",413.593,9.315727728,67.62630501,11.68001604,0.999977112,0,NA
"15.11",2,"2",416.859,7.525683559,49.09584152,3.500013351,0,21,1
"15.12",3,"3",472.167,4.44506932,27.97633493,6.480016708,0.759992599,53,1
"15.13",3,"3",471.058,1.253460462,14.46868592,8.170015812,2.701626778,39,1
"15.14",2,"2",405.29,8.276048091,59.26917162,6.920017719,0,12,1
"15.15",3,"3",375.677,5.54869804,37.46397829,0.840009689,0,20,NA
"15.16",2,"2",441.561,8.984409129,56.61267796,4.879989147,2.80000782,20,1
"15.17",1,"1",431.027,10.28216291,67.73570535,9.760003567,0.260000229,7,NA
"15.18",2,"2",442.615,6.715945671,57.3920226,8.439976692,0,23,1
"15.19",1,"1",415.391,8.572832914,61.01261344,6.099991798,0.020007133,9,NA
"15.2",3,"3",453.017,8.051114537,64.42504152,9.380011082,8.211437225,43,1
"15.20",3,"3",509.925,11.24547592,65.65558824,3.379989147,10.28000546,24,NA
"15.21",1,"1",421.657,9.194928114,61.32333965,4.439997673,0,6,NA
"15.22",1,"1",401.748,7.505329919,50.29211596,6.340013027,0.280007362,29,1
"15.23",3,"3",398.146,5.111817864,28.44268251,0,0,23,1
"15.24",3,"3",448.104,8.955034223,44.92955495,9.279995918,1.428013802,46,1
"15.25",2,"2",454.757,8.216691305,58.57054446,6.040024281,0,11,1
"15.26",2,"2",412.065,6.858968434,39.7463106,2.679993629,0.879990578,17,1
"15.27",3,"3",490.574,7.724076703,50.96247934,2.880002975,0.019982338,41,1
"15.28",3,"3",430.084,5.680760004,40.9776297,2.539987564,0,19,NA
"15.29",3,"3",479.763,9.503764056,73.8528753,11.01998997,0,48,1
"15.3",1,"1",385.285,6.537757874,50.83627667,7.000005722,0,24,1
"15.30",1,"1",412.685,9.276876541,62.46620528,4.240012646,0.020012856,11,NA
"15.31",3,"3",418.053,6.600488799,43.0905328,2.679998398,0,45,1
"15.32",3,"3",400.643,8.240606327,58.49240484,6.840008259,2.55053997,35,1
"15.33",3,"3",469.345,6.370049968,29.2931471,2.839995861,1.720000744,37,1
"15.34",3,"3",499.334,12.0784921,81.89771824,8.857745171,8.726002693,21,1
"15.35",3,"3",466.29,5.437527347,33.99797086,2.680001259,0.02000618,45,1
"15.36",3,"3",381.737,5.656087391,44.12974344,5.600019932,0,24,1
"15.37",2,"2",491.197,11.58326586,79.88193535,11.60001421,7.187355042,15,1
"15.38",2,"2",494.961,11.97165009,80.75098338,11.07998133,7.726648331,23,1
"15.39",3,"3",468.337,7.80509975,45.08243766,4.880017757,0.119979858,41,1
"15.4",3,"3",448.796,7.253277762,40.07552035,2.460003853,1.680246353,39,1
"15.40",1,"1",463.134,8.391077439,66.02924035,4.439989567,0,18,NA
"15.5",3,"3",437.395,6.566687918,39.65129555,1.219997883,0,41,1
"15.6",3,"3",450.821,6.70760736,41.222282,4.679991722,0,29,NA
"15.7",2,"2",389.183,6.892297669,50.37981654,4.360011578,0.179999352,19,NA
"15.8",3,"3",424.429,3.484209755,17.23128085,1.499999046,1.019994736,29,1
"15.9",2,"2",363.551,7.476287478,49.27087719,6.60001564,0.759970665,22,1
"16.1",3,"3",459.803,6.961724492,42.14215612,5.020013332,0,52,1
"16.10",1,"1",450.015,8.855906599,56.80551982,5.680013657,0,28,1
"16.11",3,"3",452.817,8.856211113,55.19983958,5.379981518,0,10,1
"16.12",1,"1",424.745,8.624823923,54.16200802,2.240006447,0,18,1
"16.13",2,"2",429.031,9.116720433,62.01121195,6.439986706,6.620738983,16,1
"16.14",2,"2",434.074,8.448579025,66.45391346,9.919998646,0.020009995,30,1
"16.15",2,"2",445.276,7.43743418,60.69553276,7.54001379,0.019994736,32,1
"16.16",1,"1",467.177,9.625257085,71.60450096,8.919995308,1.87997818,44,1
"16.17",3,"3",418.884,7.274421054,50.60000117,5.979992867,0,19,1
"16.18",2,"2",414.227,7.81747133,40.51831396,0,0,24,1
"16.19",3,"3",403.236,5.127590375,19.6965237,0,0,46,1
"16.2",3,"3",478.777,6.445026508,37.99037911,2.179980755,1.260014534,47,1
"16.20",2,"2",421.102,7.356243174,41.41239494,2.5400033,0,15,NA
"16.21",2,"2",382.596,6.243675571,32.31008442,2.120000839,0,21,1
"16.22",2,"2",412.397,8.239800079,59.89048271,6.159990788,1.499999046,22,1
"16.23",1,"1",454.868,9.001235899,65.91314441,6.459976196,0,40,1
"16.24",2,"2",492.016,10.94121288,74.72867254,10.42000437,1.260004044,16,1
"16.25",2,"2",403.305,7.615450333,59.42792637,8.80002594,0.019989014,26,1
"16.26",3,"3",381.485,5.99879684,40.87642342,3.680025101,0,14,NA
"16.27",3,"3",453.573,8.543831099,56.22813942,3.159998417,0,46,1
"16.28",2,"2",427.985,9.698711311,67.86336019,7.679992199,2.035346031,23,1
"16.29",2,"2",442.504,7.053943019,40.36566272,1.479982853,0,25,1
"16.3",3,"3",436.516,6.306968699,25.88565788,1.49997282,0,27,1
"16.30",2,"2",451.274,7.461686811,46.42114209,1.239999294,0,23,1
"16.31",3,"3",457.64,8.144542119,67.3168458,8.999993801,0,18,NA
"16.32",1,"1",429.031,9.286560917,67.99254031,8.699985027,0,8,NA
"16.33",2,"2",439.344,9.045645198,57.9630144,3.520004749,6.199999809,19,1
"16.34",2,"2",431.027,7.339805186,47.54660113,1.699997902,0,27,1
"16.35",3,"3",479.652,7.213848516,38.66815929,4.099987507,0.019996643,16,1
"16.36",2,"2",406.853,7.886682258,48.47550504,1.600009918,2.099985123,19,1
"16.37",2,"2",477.212,8.007836029,59.74023145,7.520001411,0,48,1
"16.38",2,"2",511.346,10.95696582,74.10617729,7.740015507,0,14,1
"16.39",3,"3",402.584,8.064952516,60.77487603,8.639991283,0,37,1
"16.4",3,"3",368.149,5.928297545,37.90882103,4.15999651,0,17,NA
"16.40",1,"1",401.129,7.507014994,54.84618653,5.999929428,0.408635139,36,1
"16.5",2,"2",498.061,11.43134435,78.05792711,10.21999168,9.426567078,15,1
"16.6",2,"2",430.639,6.930338847,41.655751,6.199998379,0,30,1
"16.7",3,"3",439.996,6.712072137,42.83068141,1.319995403,0,26,1
"16.8",3,"3",390.885,5.364806046,40.18611215,5.059985638,0,38,1
"16.9",2,"2",486.403,11.05759863,75.22129082,6.400010586,9.896969795,20,1
"17.1",3,"3",456.768,6.871974752,41.65712033,2.380002022,0.800009727,21,1
"17.10",3,"3",395.869,5.828908525,33.17688841,0,0,5,1
"17.11",2,"2",434.354,6.789099075,63.43804578,11.04000854,0,26,1
"17.12",3,"3",456.389,6.695703872,39.19344173,3.920001984,1.879982948,54,1
"17.13",3,"3",401.204,7.48941905,52.3963645,5.679993153,0,38,1
"17.14",2,"2",397.873,8.080098025,51.6901451,6.840027332,0.079994202,53,1
"17.15",1,"1",439.775,4.580092936,24.43491435,3.459982157,0.660023689,9,NA
"17.16",1,"1",381.348,7.958230164,58.79638185,9.019976616,0,0,NA
"17.17",2,"2",388.334,7.529420915,39.09391179,5.219975948,6.806185722,33,1
"17.18",1,"1",481.927,8.539101431,52.75549487,1.819972992,5.240011215,22,1
"17.19",3,"3",417.689,7.381106203,49.94849656,5.760005951,0,33,1
"17.2",3,"3",423.234,7.707524805,54.69599375,4.360015392,0,28,1
"17.20",3,"3",461.854,8.331831635,44.7614098,2.2800107,6.913359642,42,1
"17.21",2,"2",454.092,9.13952259,59.27978028,4.280012608,3.36000061,36,1
"17.22",2,"2",455.683,8.156724586,56.09502187,5.620015144,2.289243698,30,1
"17.23",3,"3",412.163,7.321432694,31.1711879,2.379991055,0.020009995,71,1
"17.24",3,"3",388.538,6.404408384,35.587051,1.619989395,5.921350479,35,1
"17.25",1,"1",416.582,8.589535727,65.58209752,11.30001211,0,16,NA
"17.26",3,"3",444.056,6.995174988,53.98241115,5.840003014,0,18,NA
"17.27",2,"2",397.9264,6.746319437,39.69536757,1.920001507,0.019991875,45,1
"17.28",2,"2",403.512,9.394453042,71.1199476,13.37997961,0.980012894,6,NA
"17.29",2,"2",418.385,5.947135514,29.91007487,0.779992104,0.740014076,26,1
"17.3",2,"2",489.283,7.435136028,19.77256912,0,0,16,1
"17.30",3,"3",426.637,5.390730886,34.04557097,2.720019341,0,45,1
"17.31",3,"3",485.84,8.958560449,60.73376197,3.719996929,0.020008087,37,1
"17.32",2,"2",409.771,9.372203,69.57802169,10.26001024,0.560005188,10,1
"17.33",2,"2",409.071,7.47268035,53.58393077,6.180014133,0,30,1
"17.34",2,"2",404.413,5.999603515,29.53571617,3.960026264,0.220000744,12,1
"17.35",2,"2",413.206,7.748714261,52.73749864,3.279986858,0,21,1
