"sample_name","Quality","Quality_Factor","Density","MOE","MOR","PrePD","PostPD","max_knot","knot_decisive"
"6.38",3,"3",444.923,5.164227953,29.10230321,2.179977417,13.69738197,63,1
"6.39",3,"3",408.754,6.927791256,47.22934989,6.219974041,0,33,1
"6.4",1,"1",385.405,4.862603417,21.40428615,4.86000967,0.519997597,0,NA
"6.40",3,"3",483.533,8.117267747,51.59196743,4.019998074,5.535351753,67,1
"6.5",3,"3",475.438,8.439266116,55.32375191,4.640006542,2.480004311,44,1
"6.6",3,"3",440.841,7.21367274,51.47356167,6.240000725,1.640001297,48,1
"6.7",3,"3",467.348,2.461888002,11.24081792,0.660002232,0,46,1
"6.8",3,"3",412.043,6.145713075,43.60544049,3.340015411,0,22,NA
"6.9",2,"2",452.983,8.644856141,58.89099243,7.06000948,5.926714897,36,1
"7.1",2,"2",379.63,6.68029042,41.84377339,3.619994164,0,24,1
"7.10",1,"1",403.298,8.46677818,49.64070882,5.240004539,5.308145523,30,1
"7.11",1,"1",390.103,8.853641587,49.79343072,6.300010681,13.52215195,0,NA
"7.13",1,"1",391.95,9.260079,55.45362888,3.540015221,12.23998165,0,NA
"7.14",3,"3",421.379,6.980864805,34.16367217,2.159992218,2.799986839,42,1
"7.15",3,"3",416.474,6.847536596,54.19219179,7.199996471,0,25,1
"7.16",3,"3",430.58,5.95658415,45.05413002,6.100012779,0,45,1
"7.17",1,"1",388.833,7.405754009,46.95134146,6.100026131,6.699991226,14,NA
"7.18",2,"2",411.537,8.149624683,49.495662,3.419984341,3.945054054,26,1
"7.19",3,"3",504.99,8.239477726,40.71028841,1.759991646,0,19,NA
"7.2",2,"2",370.093,8.292794227,51.73673161,4.499991894,0.080012321,14,1
"7.20",3,"3",429.419,7.559794477,55.65685036,5.980005264,0.539978027,35,1
"7.21",1,"1",430.691,9.842113601,67.96338963,11.35997963,1.980020523,9,NA
"7.22",2,"2",412.419,6.976324603,48.01318262,6.199983597,2.511763573,30,1
"7.23",3,"3",460.08,9.358762723,69.3942876,9.779990673,0,68,1
"7.24",3,"3",492.681,6.289730602,32.46609808,6.039991379,0.019999504,76,1
"7.25",2,"2",436.239,9.82718145,64.71455039,10.02374029,5.520004272,14,1
"7.26",3,"3",460.515,2.268844095,11.46529085,0,1.040019512,51,1
"7.27",3,"3",488.264,8.869052644,45.43069622,3.879999638,3.261530876,76,1
"7.28",3,"3",464.014,5.149502492,32.99414842,2.540000916,0.819991112,51,1
"7.29",2,"2",438.068,9.543760918,52.48713998,2.860004425,4.939998627,0,NA
"7.3",1,"1",431.971,7.557040462,53.45323026,5.540023804,0,0,1
"7.30",1,"1",443.003,7.26914031,52.25922179,7.779989243,1.424180984,45,1
"7.31",3,"3",395.653,7.147167303,54.03231623,5.500009537,3.504172325,22,1
"7.32",3,"3",383.733,6.96789264,56.06864884,8.579971313,0.020008087,0,NA
"7.33",2,"2",428.975,8.90448784,71.76120415,12.79999971,0,21,1
"7.34",2,"2",424.595,7.663540917,61.72073821,9.720016479,0,26,1
"7.35",2,"2",424.804,7.399634744,57.05320316,10.7600112,0,45,1
"7.36",3,"3",395.875,6.988586767,54.61077357,6.63999033,0,11,NA
"7.37",2,"2",429.031,7.265618087,53.52081482,6.880010605,0.019997597,50,1
"7.38",3,"3",430.084,6.203847716,45.72053647,5.660024166,0,41,1
"7.39",3,"3",410.383,6.707097162,46.52824722,4.199981213,0,34,1
"7.4",1,"1",390.028,8.927287975,51.74312995,7.989370823,2.499987602,9,NA
"7.40",1,"1",388.168,6.891204068,54.97658979,8.04002142,0,13,1
"7.5",3,"3",494.408,3.200723691,18.91697196,2.419990063,0,32,1
"7.6",2,"2",385.839,6.526985007,45.94692451,4.739987373,3.140008926,20,1
"7.7",3,"3",519.106,5.989560184,38.28977299,7.059982777,2.800017357,48,1
"7.8",3,"3",450.72,6.326833236,28.64553608,2.46001482,9.499995232,38,1
"7.9",3,"3",429.585,5.088756003,18.75535306,4.739998341,2.340004921,80,1
"8.1",1,"1",381.127,6.802862384,50.9719672,6.139999866,4.179335594,14,1
"8.10",1,"1",383.067,7.052115245,55.67455908,8.339993954,2.019990921,0,NA
"8.11",1,"1",377.911,7.25932001,50.6522112,4.840011597,2.71998024,0,NA
"8.12",2,"2",436.072,6.489249392,33.38548489,3.09999752,5.907865524,28,1
"8.13",2,"2",398.204,9.067940678,56.42348116,5.839992046,4.339994431,18,1
"8.14",2,"2",422.821,8.154792295,64.41052953,13.73998022,0,20,NA
"8.15",2,"2",413.728,7.380764439,48.52667711,4.140000343,0.960080147,25,1
"8.16",1,"1",418.385,7.784518306,57.56616162,8.099990845,0,19,NA
"8.17",2,"2",429.419,8.264404605,63.78898453,10.88000059,0.04001236,22,1
"8.18",1,"1",412.364,7.295754286,57.01615811,9.920016766,0,25,1
"8.19",2,"2",415.03,7.979123365,60.5393851,9.020010471,0,14,NA
"8.2",3,"3",419.106,6.022068939,41.54354864,5.200002193,2.510460854,65,1
"8.20",2,"2",414.419,7.288375495,49.92045694,3.680000305,2.599998474,28,1
"8.21",2,"2",394.007,6.873446401,53.80484149,7.360013008,1.311981201,14,NA
"8.22",2,"2",417.498,8.579498215,57.83884867,6.200014114,6.012936592,34,1
"8.23",2,"2",417.055,7.587258652,49.42322386,2.740023613,4.937758446,24,1
"8.24",2,"2",395.925,7.801409029,60.30504421,10.87998438,2.809848785,19,1
"8.25",3,"3",399.423,8.452415094,50.37485576,3.819975853,2.840022087,33,1
"8.26",2,"2",407.574,7.7066981,49.25767605,8.439982891,1.759998322,20,1
"8.27",2,"2",403.859,8.433000649,53.56303019,6.020029545,4.938156128,19,1
"8.28",2,"2",438.577,7.827949656,59.84912987,9.219991207,0.160001755,20,1
"8.29",1,"1",407.643,8.171087457,64.28210961,11.23999119,0,18,1
"8.3",3,"3",420.77,6.206099864,51.11507941,9.140004158,0,35,1
"8.30",3,"3",403.693,6.076950706,44.68118451,6.599987507,0.139997482,30,1
"8.31",2,"2",413.451,8.661710666,53.77501832,3.59999609,11.99375057,27,1
"8.32",2,"2",389.222,8.088753709,52.96043655,4.719988346,6.269788742,21,1
"8.33",2,"2",420.88,7.979244497,62.76126458,10.21998787,0.080003738,30,NA
"8.34",2,"2",402.584,8.299570755,53.70024112,6.359980583,5.44674015,25,1
"8.35",1,"1",391.439,8.531913941,63.59488542,11.71999216,4.260023117,0,NA
"8.36",2,"2",393.047,8.47608861,57.08904457,6.97999382,4.498327255,26,1
"8.37",2,"2",412.287,8.044135277,57.98343255,6.759999752,3.699994087,8,NA
"8.38",2,"2",398.925,8.90048884,61.09678105,12.23999882,0,48,1
"8.39",3,"3",435.584,7.10133626,58.55091087,9.599992275,0.019996643,13,NA
"8.4",2,"2",398.647,6.26705373,54.60879998,10.39998388,0,26,1
"8.40",3,"3",507.277,9.592190924,52.65012943,5.680000305,4.619997025,15,NA
"8.5",2,"2",403.249,7.573355674,49.11628403,5.259991646,3.124032021,25,1
"8.6",1,"1",401.139,7.18707865,50.67895946,4.120015144,1.643373489,25,1
"8.7",3,"3",390.415,6.381120568,53.61812508,8.299989223,0.219999313,29,1
"8.8",3,"3",410.309,6.812163063,56.30938806,10.5000062,0,40,1
"8.9",1,"1",367.593,6.625551052,43.26083672,1.919980526,2.920005798,5,NA
"9.1",3,"3",430.42,7.763073956,57.72616388,6.740000725,0,79,1
"9.10",1,"1",387.725,8.837096289,57.47532766,6.400008678,0,0,NA
"9.11",3,"3",443.228,8.1628582,56.03690081,5.56000185,4.670964241,41,1
"9.12",1,"1",512.089,11.67046401,80.40813393,9.380022526,6.36400032,15,NA
"9.13",2,"2",412.253,8.905515256,56.4438652,4.220009804,4.968452454,27,1
"9.14",3,"3",428.532,7.539397632,56.71240527,7.099996567,0.299994469,40,1
"9.15",1,"1",404.081,8.496228678,59.9034743,9.139988422,2.659985542,28,1
"9.16",3,"3",422.655,7.116978996,35.40394553,1.099989891,3.120015144,78,1
"9.17",2,"2",419.316,8.263362761,55.98571412,5.339986801,4.76002121,22,1
"9.18",3,"3",434.409,7.116745708,52.59870883,5.220013618,1.120002747,42,NA
"9.19",3,"3",465.901,7.190062435,41.53940654,4.560008526,5.380002022,36,1
"9.2",2,"2",408.073,8.062566129,49.0812077,2.779991627,6.318321228,30,1
"9.20",2,"2",391.439,8.321523263,56.34215943,7.719991207,4.450955391,29,1
"9.21",1,"1",394.045,8.354649569,61.44607757,9.299996853,1.539991379,0,NA
"9.22",3,"3",428.92,8.60982319,51.39167466,2.459994793,2.440001488,38,1
"9.23",2,"2",464.848,7.619529059,45.79284302,6.099994659,3.860017776,39,1
"9.24",3,"3",450.292,5.854079441,25.99703669,2.560009956,3.799993992,72,1
"9.25",2,"2",395.314,7.010690742,44.36338261,5.659982681,5.435054779,23,1
"9.26",3,"3",423.778,6.31707261,25.10024141,5.12001133,16.17902946,74,1
"9.27",3,"3",424.263,8.124625639,61.4250308,9.460002899,0.019983292,30,1
"9.28",2,"2",407.629,9.074229973,66.06906792,13.54001045,0,19,1
"9.29",1,"1",406.299,9.275270425,62.20643186,10.86001158,2.92496109,10,1
"9.3",3,"3",506.598,10.65937753,57.53823408,1.559997082,13.13336849,30,NA
"9.30",2,"2",393.214,8.249415081,54.3568527,9.740005016,0,39,1
"9.31",3,"3",411.047,8.041628792,54.70233361,5.659990311,3.906540871,27,NA
"9.32",3,"3",498.835,10.57600808,58.86133495,5.979994297,6.179999352,34,1
"9.33",2,"2",402.756,8.100267239,55.11877125,8.420000553,0,29,1
"9.34",2,"2",395.425,8.542671001,54.60030622,6.19997263,0,30,1
"9.35",3,"3",374.154,7.237589264,45.07357843,5.519981861,0,25,NA
"9.36",3,"3",438.437,6.428659787,47.15692151,6.200016975,0.379985809,42,1
"9.37",3,"3",492.823,10.34325277,68.03615425,5.719985485,4.660011292,19,NA
"9.38",3,"3",407.74,7.152824521,46.51190295,4.58001852,0.080002785,36,1
"9.39",3,"3",405.014,7.445164637,37.24330392,3.419988155,0,72,1
"9.4",3,"3",458.638,8.58741384,48.87318137,2.860003948,6.959985733,44,1
"9.40",3,"3",417.64,6.806514927,63.01249552,19.89998722,0,28,NA
"9.5",3,"3",426.369,7.065174988,48.03945819,5.900017262,3.199995995,24,NA
"9.6",1,"1",424.872,8.807577129,63.18083072,10.96000576,0.02000618,34,1
"9.7",3,"3",510.091,10.90240968,73.90552391,9.440018177,4.970052719,36,NA
"9.8",1,"1",397.926,8.348866429,57.11354147,5.059992313,0,0,NA
"9.9",3,"3",422.522,7.148936663,36.51063839,5.480000496,0,43,1
"A1.1",3,"3",460.565,7.4020936,36.30062693,0,5.799996853,15,NA
"A1.10",3,"3",434.12,9.661454543,72.53415532,11.79998159,2.118715286,33,NA
"A1.11",3,"3",447.169,9.373682804,64.19953941,3.879986763,4.899997711,26,1
"A1.12",3,"3",484.586,8.647121951,59.71892175,4.421826839,0.159998894,37,1
"A1.13",3,"3",459.018,7.903495545,60.1120907,4.280004025,0.040017128,26,NA
"A1.14",3,"3",501.222,9.919880124,61.95601929,3.899991989,12.64001656,12,NA
"A1.15",3,"3",441.106,9.233115756,56.03603299,1.999993801,1.028700829,19,NA
"A1.16",3,"3",451.941,8.242424027,55.41583021,4.120220661,5.579985619,23,NA
"A1.17",3,"3",465.97,9.670977176,70.53646488,1.620006561,6.490096092,20,1
"A1.18",3,"3",448.927,8.614470941,46.09719743,0.839999199,3.360012054,24,NA
"A1.19",3,"3",413.241,5.333632282,20.68005809,1.939985752,6.057717323,10,1
"A1.2",3,"3",400.034,7.11330982,47.08704246,4.319999218,0.040040016,10,1
"A1.20",3,"3",479.464,9.239409179,67.17226626,8.939997673,0.619998932,13,NA
"A1.4",2,"2",394.936,6.392839471,40.15928043,1.060011864,0,28,1
"A1.5",3,"3",413.159,8.504036198,67.64893552,11.22001123,2.619972229,0,NA
"A1.6",3,"3",466.715,4.809019292,31.10494704,3.180001259,0.059994698,18,NA
"A1.7",3,"3",358.689,7.293995468,53.38210563,7.780003071,2.960772514,0,NA
"A1.8",3,"3",433.759,10.00364078,76.07940772,12.27998734,2.028556824,0,NA
"A1.9",3,"3",426.934,6.957505787,40.30538159,0,0.860032082,5,NA
"A2.1",3,"3",424.657,8.892630586,69.45846018,8.69999218,1.048112869,5,NA
"A2.10",3,"3",475.293,7.841971836,32.13706216,4.760004044,8.281894684,79,1
"A2.11",3,"3",512.025,6.141457014,28.60317938,0,0.040007591,25,NA
"A2.12",3,"3",538.342,7.284513127,46.60198476,4.240002632,4.840072632,18,1
"A2.13",3,"3",446.225,9.515764006,66.05210992,4.479986668,0.020076752,31,1
"A2.14",3,"3",441.886,8.461449262,58.90461105,7.299997807,4.260016441,18,NA
"A2.15",3,"3",468.157,6.766456144,33.78057142,3.740008354,3.299994469,70,1
"A2.16",3,"3",511.834,9.759700223,71.06223264,7.139989376,0.712304115,25,NA
"A2.17",3,"3",438.195,8.451923974,60.38836044,5.480019569,3.111750603,0,NA
"A2.18",3,"3",456.03,7.810969701,65.50557553,11.13999081,1.439998627,52,1
"A2.19",3,"3",492.406,8.023575731,61.0189268,9.820013523,0,54,1
"A2.2",3,"3",426.253,7.91436718,49.31715109,3.140020847,4.488688469,23,1
"A2.20",3,"3",469.737,6.704895225,47.22139189,4.581823349,2.280000687,35,1
"A2.3",3,"3",431.173,3.915952501,24.43459229,5.360002518,0.820038795,46,1
"A2.4",3,"3",520.426,9.020579221,67.02714355,6.819991112,2.540018082,19,1
"A2.5",3,"3",457.814,8.961875143,64.60539921,5.95998764,1.620519638,21,NA
"A2.6",3,"3",463.037,8.91081778,64.05753613,5.519990444,3.899995804,31,1
"A2.7",3,"3",444.017,7.534812353,47.78139145,2.82002449,1.439998627,32,NA
"A2.8",3,"3",461.183,8.400442986,52.25387617,5.381016254,0.012295723,37,1
"A2.9",1,"1",464.639,10.3169515,71.45294482,7.939982891,6.493905067,6,NA
"A3.1",3,"3",478.837,8.924753339,71.69796118,8.094577789,0,0,NA
"A3.10",3,"3",382.438,5.115450971,36.48778943,1.460010529,0,15,NA
"A3.11",3,"3",459.514,7.467543002,51.56065364,2.120014668,0,10,NA
"A3.12",3,"3",468.66,8.918088458,65.00591035,5.219993591,0.780014992,22,NA
"A3.13",3,"3",451.764,8.199241478,57.63395156,5.259995461,0.880009651,24,1
"A3.14",3,"3",468.757,4.884385359,33.28120256,0,0,77,NA
"A3.15",3,"3",467.265,8.986046765,57.27839543,3.520003319,3.10001564,33,1
"A3.16",2,"2",458.054,8.726189104,56.0389924,2.299997807,0.240010262,19,1
"A3.17",2,"2",485.931,10.70740515,77.68428376,11.89997673,1.498924255,11,NA
"A3.18",2,"2",471.731,9.796480365,64.38112537,4.020000458,5.24975872,25,1
"A3.19",3,"3",418.302,5.589169678,40.67672579,2.740007401,0,20,NA
"A3.2",3,"3",434.162,8.052629528,54.35536369,4.800005913,6.073102951,18,NA
"A3.20",3,"3",447.664,9.690444969,67.23337992,4.700010777,4.939991951,31,NA
"A3.3",3,"3",432.732,8.667860739,53.08777522,6.019984245,4.158175468,28,NA
"A3.4",3,"3",462.987,8.673896883,55.14264924,1.039998055,2.007367134,28,1
"A3.5",3,"3",490.333,8.294214563,57.00953908,4.060015678,0.100001335,16,NA
"A3.6",3,"3",449.47,8.193639788,55.03849929,3.259992123,3.339903831,39,1
"A3.7",3,"3",451.43,9.467740624,60.98573646,1.660012722,5.019886971,6,NA
"A3.8",3,"3",473.463,8.284063341,44.97538624,3.899996281,0,39,1
"A3.9",3,"3",490.075,7.211408954,60.05216925,5.14000988,0,46,1
"A4.1",3,"3",533.832,7.499341594,57.36821234,6.199975967,0,10,NA
"A4.10",3,"3",451.832,10.4135548,77.29213057,11.19999123,4.462068558,23,NA
"A4.2",3,"3",533.84,5.173734573,32.74676948,3.680019379,0,30,NA
"A4.3",3,"3",484.727,6.886785434,55.82018162,5.520008087,0.040000916,31,NA
"A4.4",3,"3",481.662,7.568012407,33.35899724,0,0.700051785,30,1
"A4.5",3,"3",512.413,9.78148044,63.40936281,4.359993935,11.87496567,0,NA
"A4.6",3,"3",477.732,6.266882431,40.12099881,2.500189781,0,21,NA
"A4.7",3,"3",450.783,7.888239065,49.81827759,4.440000057,2.440024376,26,NA
"A4.8",3,"3",444.409,9.33484887,56.52173056,4.400000095,8.131092072,29,NA
"A4.9",3,"3",419.441,7.700483379,45.82312628,0.619998932,7.939990997,19,NA
"B1.1",3,"3",412.327,7.171315603,52.28243062,7.160021305,4.837366104,36,1
"B1.10",2,"2",439.244,7.869332505,57.04795974,8.739993572,0.380023003,36,1
"B1.11",2,"2",408.405,7.00705873,57.27109745,6.539975643,0,12,1
"B1.12",2,"2",432.912,7.299048855,49.34698474,3.320013046,0.380011559,29,1
"B1.13",3,"3",373.974,7.243150522,56.63518178,12.56000137,0.460016251,0,NA
"B1.14",2,"2",410.328,9.240044911,63.94448895,14.48001528,1.032018661,16,1
"B1.15",3,"3",459.717,5.743908487,45.5967021,6.699994564,2.120005608,31,1
"B1.16",2,"2",431.911,8.178924821,57.64575342,7.580018044,2.983745575,16,1
"B1.17",2,"2",405.443,7.965669949,50.4005222,3.219997406,5.227763176,13,NA
"B1.18",3,"3",417.443,8.597965462,56.04145225,5.619984627,8.025767326,21,NA
"B1.19",3,"3",428.975,6.090967557,34.37830881,4.73999691,0,64,1
"B1.2",3,"3",455.961,5.398867504,35.81154098,4.760018826,0,43,1
"B1.20",2,"2",420.936,7.802972716,56.01639007,9.359988689,5.660005569,36,1
"B1.21",2,"2",396.984,9.059228797,64.51271286,13.96000767,0,10,NA
"B1.22",3,"3",389.889,4.065813827,24.57224954,0.999989033,1.28000927,24,NA
"B1.23",2,"2",402.861,8.586359791,61.06459932,11.55998421,0,14,1
"B1.24",3,"3",411.42,8.644384479,64.16870848,9.760002136,2.680007935,0,NA
"B1.25",2,"2",395.936,8.499973311,54.73885237,6.559998035,3.929145813,16,1
"B1.26",2,"2",425.87,8.839772983,65.00079918,13.85999727,1.219999313,26,1
"B1.27",3,"3",443.502,5.863704761,40.15608432,2.279997349,13.58001709,33,1
"B1.28",2,"2",400.868,8.077736499,64.61437964,15.23996305,0,0,NA
"B1.29",3,"3",411.711,8.832619503,58.49794552,6.160002232,5.680020332,7,1
"B1.3",2,"2",423.93,7.80340173,61.13536599,9.25999403,1.700006485,23,1
"B1.30",2,"2",410.9,7.319629905,55.06226804,4.840010643,0,44,1
"B1.31",3,"3",437.181,8.722943292,65.77238102,11.24002409,1.459989548,11,1
"B1.32",2,"2",409.716,7.393408434,56.31097181,7.959980488,2.828557968,19,1
"B1.33",3,"3",428.033,6.90674445,45.68584511,4.8600173,0,64,1
"B1.34",2,"2",417.166,9.241113679,65.57912983,14.97999048,1.618282318,14,1
"B1.35",3,"3",398.425,7.569139495,44.63131842,7.500010967,2.97999382,33,1
"B1.36",3,"3",442.892,7.275578494,61.36898566,7.640011311,0,18,1
"B1.37",2,"2",414.222,7.685641149,47.41663645,3.079995632,3.779987335,21,1
"B1.38",3,"3",451.153,7.596893806,60.9218136,8.480012894,3.448970795,17,1
"B1.39",2,"2",404.192,7.722994861,54.5258214,8.099996567,3.519992828,22,1
"B1.4",2,"2",400.641,8.733178011,63.38235151,14.61999893,0,17,1
"B1.40",3,"3",442.559,8.308776309,57.65730746,4.20000267,2.432959557,6,NA
"B1.5",2,"2",411.684,9.381135093,64.04914293,16.34000444,0.300010681,16,1
"B1.6",3,"3",377.784,6.315002311,50.77527562,7.799999714,0,26,1
"B1.7",2,"2",402.094,8.189142376,55.79390048,6.779982567,0.760027885,21,1
"B1.8",2,"2",427.257,7.690431437,57.47887038,5.219992638,0,13,1
"B1.9",2,"2",424.928,9.315888977,66.80028615,15.74000835,0,17,1
"B10.1",3,"3",469.395,10.91734577,77.63253279,13.41998148,3.904022217,33,1
"B10.10",2,"2",376.691,7.958844514,54.30066137,9.520018101,2.999994278,0,NA
"B10.11",3,"3",404.635,7.668212223,58.22092144,9.199990273,0,22,NA
"B10.12",3,"3",478.21,10.22651791,67.65049004,6.87998867,6.079987526,15,NA
"B10.13",2,"2",482.147,7.532057829,46.97659856,2.700018406,0,28,1
"B10.14",3,"3",493.402,9.446384674,63.16455468,4.500001431,8.588557243,50,1
"B10.15",2,"2",366.823,5.670499641,29.25181132,2.519985199,0,27,1
"B10.16",3,"3",406.223,8.354501734,60.15039745,12.0800004,2.380008698,39,1
"B10.17",3,"3",469.734,8.869508653,59.72748838,6.479990482,0,16,1
"B10.18",3,"3",401.59,7.748297489,53.55785499,7.699993134,5.860001564,73,1
"B10.19",2,"2",429.918,7.762689196,54.39839559,5.620000839,0,29,1
"B10.2",3,"3",451.929,6.288325549,29.91422916,3.180001736,1.79999733,62,1
"B10.20",3,"3",400.035,8.318946644,58.28194685,9.500017166,0,55,1
"B10.21",2,"2",466.068,9.493408383,72.66781379,8.040000916,3.237769127,15,1
"B10.22",2,"2",397.984,8.908209432,62.93009196,13.46000004,0.060018539,15,1
"B10.23",3,"3",412.464,8.731646938,48.60801834,10.49014235,0,41,1
"B10.24",3,"3",385.839,5.857861387,35.17064016,0.800001144,2.680134773,37,NA
"B10.25",2,"2",422.416,7.398403345,43.58782922,1.520008564,3.519972801,30,1
"B10.26",2,"2",419.439,8.704721202,65.32750417,11.04001474,0.23997879,0,NA
"B10.27",3,"3",392.759,7.346802486,52.17283207,6.600009918,6.437773705,15,NA
"B10.28",2,"2",381.626,6.176023273,40.45350461,5.440010071,0.119992256,23,NA
"B10.29",3,"3",386.394,8.019402563,53.92026007,9.539991856,0,62,1
"B10.3",2,"2",432.025,9.010572509,68.21433793,11.74001789,0.159975052,0,1
"B10.30",3,"3",384.176,6.628861902,29.43888346,6.799999714,1.240006447,47,1
"B10.31",3,"3",437.976,4.73531451,23.50919986,0,0.020053864,34,1
"B10.32",2,"2",399.979,7.339284757,52.11813677,6.10000658,0,8,NA
"B10.33",3,"3",379.43,5.937869494,40.39239636,3.379999161,0,23,NA
"B10.34",3,"3",500.835,8.44512086,50.01781106,2.300003529,13.3400116,37,1
"B10.35",3,"3",420.381,6.526754044,36.30932715,6.659989834,6.46000576,37,1
"B10.36",3,"3",482.978,10.94264747,79.99713951,14.96002436,6.718978882,25,1
"B10.37",3,"3",428.92,8.309208996,57.34244889,8.459976196,1.320021629,8,1
"B10.38",3,"3",450.185,8.550727773,65.85185586,9.800009727,0.479991913,43,1
"B10.39",2,"2",441.965,8.901392205,60.00763122,9.080002785,2.959996223,21,1
"B10.4",3,"3",403.748,6.682310983,37.8007218,1.960000515,0.420020103,33,1
"B10.40",3,"3",394.267,8.040615813,58.8889896,13.03999949,0,19,1
"B10.5",2,"2",429.086,8.387319703,60.11397615,12.14001846,0,30,1
"B10.6",3,"3",451.359,8.938274381,61.50364798,5.460001945,2.238574028,24,NA
"B10.7",3,"3",406.644,7.603997078,55.52207109,7.599994659,0.600016594,9,NA
"B10.8",2,"2",375.859,8.266109316,55.48120556,10.59999514,2.987434387,5,NA
"B10.9",3,"3",436.959,6.274035524,27.59199131,2.419999599,0,82,1
"B11.1",2,"2",429.554,8.746208423,62.75068515,11.41997957,0,17,NA
"B11.10",2,"2",443.355,9.074363121,71.3499807,15.93999004,0.060024261,9,1
"B11.11",2,"2",437.213,8.598431039,60.72636465,8.160020828,0,22,1
"B11.12",3,"3",407.019,3.476054921,17.36226278,2.279990196,0,37,1
"B11.13",2,"2",383.596,7.094009955,54.57286599,8.580007553,0,0,NA
"B11.14",2,"2",419.007,8.481388027,62.57273539,7.360023499,1.140002251,0,NA
"B11.15",2,"2",435.407,9.55508486,72.53720586,15.96001625,0.599990845,11,1
"B11.16",3,"3",432.303,7.898157955,54.38043347,4.319999218,2.250135422,81,1
"B11.17",2,"2",463.057,7.888495277,67.95332187,13.05997849,0,0,NA
"B11.18",2,"2",404.635,6.983269694,55.29228652,10.78000021,0,5,1
"B11.19",2,"2",392.405,8.320200307,55.3002881,5.980007172,5.999048233,15,NA
"B11.2",2,"2",430.811,9.961607402,69.01750211,9.019993782,5.964964867,0,NA
"B11.20",2,"2",433.633,8.358222968,52.87677575,2.420022488,0,30,1
"B11.21",2,"2",421.894,8.90065285,65.41347968,11.13696384,0,0,NA
"B11.22",3,"3",428.476,8.565122563,58.8776451,5.460000992,0,42,1
"B11.23",3,"3",413.919,8.524047309,45.67760962,2.719979763,1.15205574,53,1
"B11.24",3,"3",504.713,12.35957004,81.5922988,11.23997831,8.7960186,25,NA
"B11.25",2,"2",436.675,9.076928477,69.33834479,14.6199975,0,26,1
"B11.26",3,"3",445.831,6.075804307,32.56923896,1.400010586,0.019999504,41,1
"B11.27",3,"3",441.886,7.837712045,59.79284595,8.900007725,0,32,NA
"B11.28",2,"2",383.207,7.195570723,53.14599317,6.8799963,0.020014763,31,1
"B11.29",2,"2",434.458,7.933137307,60.78703433,6.660008907,0,9,NA
"B11.3",2,"2",415.281,9.327951353,63.89793655,9.199989319,3.793056488,0,NA
"B11.30",2,"2",430.029,7.999523549,66.84522556,9.399968624,0,0,NA
"B11.31",3,"3",475.438,6.629403571,45.39599999,5.599987507,1.466570854,80,1
"B11.32",3,"3",439.867,2.99666216,15.75276693,2.77999711,9.222948074,76,1
"B11.33",2,"2",391.384,8.13318509,49.23429508,3.160003662,5.265987396,12,1
"B11.34",3,"3",433.801,6.087537764,35.90472376,1.840001583,0.020008087,54,1
"B11.35",1,"1",430.855,8.336617121,56.52996254,4.099992275,3.900000572,27,1
"B11.36",2,"2",384.262,7.499151255,56.14586257,10.61999512,0,0,NA
"B11.37",3,"3",441.783,7.573285372,49.16077026,3.820003033,0,36,1
"B11.38",2,"2",412.253,8.037862857,58.69898387,6.240005016,0,0,NA
"B11.39",2,"2",384.873,7.287628957,54.90044813,8.560004234,1.415361404,15,1
"B11.4",2,"2",426.148,8.155866775,57.63217705,5.960000038,0.020003319,31,1
"B11.40",3,"3",430.472,9.1722945,66.40090425,10.63999701,4.239751816,34,1
"B11.5",2,"2",392.16,7.957791794,46.79930179,2.780013084,4.739973068,15,1
"B11.6",3,"3",428.476,8.197621657,51.71335552,4.21999836,6.584645271,36,1
"B11.7",2,"2",467.343,8.833971303,56.77037039,5.121787071,4.059987068,22,1
"B11.8",2,"2",424.651,8.683291649,53.41669201,4.479989052,0,24,1
"B11.9",2,"2",384.952,7.305136174,55.19377748,7.840008259,0,11,NA
"B12.1",3,"3",467.445,6.637991297,39.09991053,1.359999657,5.300018311,41,1
"B12.10",2,"2",390.109,7.759773994,53.93891904,6.319997787,3.21999836,16,1
"B12.11",3,"3",426.435,7.664158387,54.66422624,5.319993496,0,16,NA
"B12.12",3,"3",378.41,6.693333837,54.20764428,10.28000355,0,0,NA
"B12.13",3,"3",373.586,8.169234874,51.30320414,5.780011177,6.775341034,23,1
"B12.14",3,"3",442.947,7.509467287,37.34642531,0.899998665,4.520009995,36,1
"B12.15",3,"3",375.638,6.641314313,51.8821293,10.75999546,0,0,NA
"B12.16",3,"3",426.647,7.939429812,64.99788509,13.41998243,0,15,NA
"B12.17",3,"3",366.486,8.187064099,53.62550777,7.099983692,5.620026588,0,NA
"B12.18",3,"3",402.478,5.690689697,33.32864544,2.000003815,0.899987221,16,NA
"B12.19",3,"3",430.136,6.50786904,49.9729691,5.299997807,0,62,1
"B12.2",2,"2",408.194,9.243078875,62.92124248,10.82001305,1.067264557,10,1
"B12.20",3,"3",407.574,5.322212097,35.89264099,6.399977207,0,48,1
"B12.21",3,"3",407.186,5.526289634,30.29005709,0,0,53,1
"B12.22",3,"3",463.027,10.55812216,77.61312336,10.14001417,0,0,NA
"B12.23",3,"3",471.622,8.40326062,56.12576605,4.779973507,0,9,NA
"B12.24",2,"2",378.077,6.753945397,49.30260085,7.480012894,0.839997292,9,NA
